"","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Martial_Status","Product_num","Purchase"
"1573","M","26-35","12","3","4","0","125","1149747"
"1574","M","51-55","0","3","5","1","47","416774"
"1575","M","51-55","3","3","2","1","20","172868"
"1576","M","26-35","20","2","2","0","23","324747"
"1577","M","26-35","4","3","2","0","10","74593"
"1578","M","18-25","4","2","1","0","15","132438"
"1579","M","51-55","15","3","3","0","46","533324"
"1580","M","26-35","0","2","2","1","197","2045014"
"1581","M","46-50","0","3","1","1","28","188697"
"1582","M","18-25","4","2","1","1","158","1181855"
"1583","M","18-25","17","1","4","1","27","226602"
"1584","M","18-25","20","2","2","0","249","2466255"
"1585","M","18-25","4","2","2","1","27","356188"
"1586","M","46-50","17","3","2","0","67","457807"
"1587","F","51-55","0","3","5","0","148","1063072"
"1588","M","26-35","16","2","2","0","438","3090198"
"1589","F","46-50","7","2","3","1","21","145780"
"1590","F","55+","0","3","5","0","55","424590"
"1591","M","26-35","0","2","2","0","426","4414682"
"1592","F","26-35","19","3","1","0","89","572104"
"1593","M","55+","0","2","3","1","50","568655"
"1594","F","18-25","17","2","4","0","24","281706"
"1595","M","26-35","17","2","2","0","304","2919766"
"1596","M","36-45","17","3","2","0","84","720476"
"1597","M","26-35","0","3","5","0","118","970172"
"1598","M","51-55","13","3","2","0","50","442219"
"1599","M","46-50","2","3","5","0","130","1632316"
"1600","M","18-25","12","1","3","0","28","248400"
"1601","F","18-25","9","2","2","1","303","2668134"
"1602","M","26-35","20","2","2","1","33","255060"
"1603","M","18-25","18","2","1","0","492","4154976"
"1604","M","51-55","14","2","4","1","91","731202"
"1605","M","18-25","19","3","3","1","33","343025"
"1606","M","26-35","19","3","2","0","119","1122900"
"1607","M","26-35","12","3","2","0","18","158493"
"1608","M","26-35","16","3","2","0","15","120327"
"1609","M","18-25","0","1","5","0","10","91359"
"1610","F","46-50","0","1","1","1","25","333466"
"1611","M","18-25","4","3","3","1","94","959982"
"1612","M","26-35","17","2","4","0","15","177772"
"1613","F","46-50","0","2","2","1","25","161203"
"1614","F","36-45","6","2","3","0","212","1855228"
"1615","F","18-25","9","3","5","1","30","216891"
"1616","F","26-35","2","3","3","1","27","271536"
"1617","M","36-45","7","2","1","1","19","186885"
"1618","M","26-35","12","2","2","1","10","116011"
"1619","M","18-25","4","3","3","1","25","268874"
"1620","M","46-50","17","2","3","0","37","495205"
"1621","M","26-35","14","2","4","0","222","2020427"
"1622","M","51-55","16","2","5","0","281","3194090"
"1623","M","36-45","2","3","3","1","18","209109"
"1624","F","26-35","17","2","2","1","17","115145"
"1625","F","55+","13","3","2","1","28","277011"
"1626","M","36-45","0","2","3","0","361","3173859"
"1627","M","26-35","17","3","2","0","26","308326"
"1628","M","0-17","10","3","2","0","43","556348"
"1629","M","36-45","2","3","4","0","15","94698"
"1630","F","26-35","6","2","2","1","318","3135460"
"1631","M","18-25","4","2","5","0","470","4171901"
"1632","M","18-25","14","3","3","0","20","168648"
"1633","F","18-25","17","3","2","0","71","692776"
"1634","M","26-35","12","2","5","1","48","518324"
"1635","M","26-35","20","1","4","1","1025","8699232"
"1636","M","18-25","4","1","2","0","70","745865"
"1637","M","26-35","2","1","4","1","15","187921"
"1638","F","26-35","7","3","4","0","97","771416"
"1639","M","18-25","3","2","3","0","39","380472"
"1640","M","36-45","12","2","2","0","235","1912669"
"1641","M","36-45","12","2","2","0","19","166121"
"1642","M","26-35","3","1","2","0","218","1590527"
"1643","F","18-25","4","3","5","0","81","788563"
"1644","F","26-35","17","3","3","1","32","338675"
"1645","M","36-45","20","1","5","1","117","1304215"
"1646","M","26-35","12","3","2","1","173","1639991"
"1647","M","26-35","12","2","4","1","220","2244988"
"1648","M","26-35","1","3","2","1","102","1197602"
"1649","M","36-45","7","3","2","0","179","1995241"
"1650","F","18-25","4","2","4","0","203","1958305"
"1651","F","26-35","19","1","1","0","193","1900706"
"1652","M","26-35","20","2","5","0","26","221437"
"1653","F","26-35","4","2","2","0","319","2669949"
"1654","M","18-25","10","3","3","0","43","482889"
"1655","M","18-25","15","3","3","0","16","206152"
"1656","M","26-35","4","3","5","0","18","206848"
"1657","F","18-25","4","3","3","0","39","295435"
"1658","M","26-35","20","2","2","1","124","1089371"
"1659","M","51-55","1","3","1","1","48","504237"
"1660","M","26-35","0","3","5","0","14","165416"
"1661","M","26-35","0","3","2","1","119","840650"
"1662","M","18-25","0","1","4","0","45","422777"
"1663","F","18-25","4","3","4","0","13","96140"
"1664","M","26-35","0","2","5","0","274","2605944"
"1665","M","26-35","0","3","4","0","15","128697"
"1666","M","26-35","17","3","1","1","151","1392498"
"1667","M","26-35","16","3","3","1","24","250394"
"1668","M","26-35","0","2","1","0","109","876400"
"1669","F","51-55","6","2","2","0","236","2327622"
"1670","M","18-25","4","3","3","1","21","269859"
"1671","M","18-25","16","3","3","1","19","127183"
"1672","M","18-25","4","3","2","1","33","361260"
"1673","M","18-25","19","3","4","0","61","262249"
"1674","M","36-45","0","3","5","0","114","1108844"
"1675","M","36-45","17","3","1","1","83","1039891"
"1676","M","18-25","4","3","4","0","105","1096395"
"1677","M","18-25","19","3","5","1","19","206317"
"1678","M","26-35","2","2","2","1","218","1903865"
"1679","M","36-45","16","2","3","1","288","3291804"
"1680","M","18-25","4","3","3","0","21","248935"
"1681","M","26-35","7","2","1","1","27","194559"
"1682","F","18-25","4","3","2","0","9","66889"
"1683","F","18-25","0","3","3","0","36","268127"
"1684","M","18-25","4","3","2","1","21","266573"
"1685","M","18-25","14","2","1","1","457","4110004"
"1686","M","46-50","17","2","3","1","42","431648"
"1687","M","18-25","20","2","2","1","50","334969"
"1688","M","55+","8","3","3","1","109","877140"
"1689","M","36-45","20","2","4","0","446","3995259"
"1690","M","36-45","16","3","1","0","35","311350"
"1691","M","55+","16","3","2","1","45","425177"
"1692","M","55+","1","3","3","0","36","340879"
"1693","M","36-45","7","1","5","1","389","4358776"
"1694","M","26-35","15","3","5","1","24","243535"
"1695","M","36-45","17","3","1","0","42","430669"
"1696","M","36-45","12","3","3","0","79","717020"
"1697","M","46-50","0","1","5","1","43","456687"
"1698","M","26-35","4","3","2","1","186","2445529"
"1699","M","26-35","0","3","3","1","62","367624"
"1700","M","51-55","1","1","2","1","337","3211832"
"1701","M","26-35","2","2","2","1","316","2219131"
"1702","M","51-55","5","2","1","0","41","323257"
"1703","M","36-45","20","3","1","0","15","167737"
"1704","M","26-35","3","2","2","0","237","2608601"
"1705","M","36-45","6","2","4","0","163","2087488"
"1706","M","18-25","19","3","4","0","22","152183"
"1707","F","18-25","4","2","5","0","227","1766425"
"1708","F","26-35","1","2","3","1","33","271059"
"1709","M","26-35","4","2","5","0","230","2578265"
"1710","F","26-35","0","2","2","0","236","2119678"
"1711","M","26-35","16","3","1","1","143","1310749"
"1712","F","26-35","3","3","2","1","40","286287"
"1713","M","36-45","0","3","3","0","61","386395"
"1714","M","26-35","14","2","3","1","38","520031"
"1715","M","36-45","7","3","3","0","19","180104"
"1716","M","18-25","0","2","2","0","356","4073303"
"1717","M","18-25","4","3","2","0","58","614359"
"1718","F","46-50","0","3","1","1","13","108961"
"1719","M","26-35","20","3","2","0","170","1605109"
"1720","M","46-50","16","3","2","1","73","575182"
"1721","M","26-35","17","3","1","1","44","297718"
"1722","M","36-45","16","3","2","0","57","427799"
"1723","M","26-35","17","3","3","1","20","295885"
"1724","M","55+","2","3","2","0","18","159716"
"1725","M","18-25","4","2","2","0","33","288485"
"1726","M","26-35","17","3","5","0","24","219825"
"1727","M","26-35","4","3","4","1","82","913795"
"1728","M","26-35","0","2","5","1","227","1902709"
"1729","M","26-35","20","3","1","0","31","341030"
"1730","M","18-25","4","2","2","0","312","2820361"
"1731","M","18-25","1","3","5","0","91","816058"
"1732","M","36-45","1","2","1","0","341","2562382"
"1733","F","36-45","0","3","3","0","58","474147"
"1734","M","46-50","0","3","2","1","19","161964"
"1735","M","18-25","20","2","2","0","25","223728"
"1736","M","18-25","4","2","3","0","27","263792"
"1737","M","46-50","1","3","5","1","31","287481"
"1738","M","18-25","8","1","5","0","14","108323"
"1739","M","46-50","2","1","4","1","23","186610"
"1740","M","0-17","10","3","3","0","31","371679"
"1741","M","26-35","0","3","2","0","196","2094597"
"1742","M","18-25","4","3","2","1","83","801440"
"1743","F","26-35","2","3","4","0","19","161770"
"1744","M","26-35","4","2","2","0","159","1526212"
"1745","M","26-35","11","2","2","0","239","1646212"
"1746","M","18-25","17","3","2","0","17","195747"
"1747","M","51-55","11","3","3","1","91","782257"
"1748","M","36-45","7","3","3","0","96","1001295"
"1749","M","46-50","11","3","3","1","33","305116"
"1750","M","36-45","11","2","5","1","53","421226"
"1751","F","26-35","6","3","1","0","13","134631"
"1752","M","18-25","4","1","4","0","119","1174673"
"1753","M","26-35","2","2","2","0","148","1548127"
"1754","M","26-35","7","3","5","1","63","657323"
"1755","M","18-25","4","3","1","0","93","1029810"
"1756","M","18-25","4","2","2","0","117","1296315"
"1757","M","18-25","17","3","4","0","107","1151822"
"1758","F","18-25","4","3","5","1","18","168316"
"1759","F","26-35","14","3","1","1","24","188209"
"1760","M","51-55","13","1","2","1","26","196212"
"1761","F","26-35","12","1","5","1","381","3669801"
"1762","F","36-45","6","3","4","0","9","69563"
"1763","M","0-17","1","3","2","0","20","174572"
"1764","F","36-45","9","3","5","0","31","350552"
"1765","M","36-45","1","1","4","0","73","684970"
"1766","M","0-17","8","3","5","0","29","304090"
"1767","F","36-45","12","3","2","1","55","647531"
"1768","M","26-35","20","2","2","1","181","1761623"
"1769","M","26-35","20","3","3","0","14","164727"
"1770","F","26-35","0","3","2","1","42","413549"
"1771","F","36-45","1","3","2","0","12","85163"
"1772","F","18-25","4","3","3","0","97","831924"
"1773","M","26-35","7","3","5","1","83","655770"
"1774","M","46-50","11","3","2","1","30","279874"
"1775","F","26-35","1","3","4","0","23","241377"
"1776","M","18-25","4","2","2","0","75","612154"
"1777","M","26-35","16","3","3","1","19","166656"
"1778","M","18-25","4","3","3","0","17","263408"
"1779","M","18-25","4","2","5","0","54","516147"
"1780","F","18-25","4","3","4","0","24","197631"
"1781","M","18-25","17","2","3","0","49","443627"
"1782","M","36-45","5","3","5","0","34","342195"
"1783","M","26-35","19","2","4","0","435","4420772"
"1784","M","26-35","0","1","5","0","226","2143427"
"1785","M","26-35","2","2","2","0","433","3941757"
"1786","M","36-45","7","1","4","0","14","145353"
"1787","M","18-25","4","3","2","0","47","611999"
"1788","M","26-35","12","2","2","0","15","237334"
"1789","M","18-25","0","3","3","0","123","805809"
"1790","M","18-25","4","2","2","0","266","2782800"
"1791","M","26-35","12","1","3","0","70","672779"
"1792","F","18-25","4","1","5","1","13","99776"
"1793","M","26-35","2","2","4","1","114","802110"
"1794","M","46-50","12","2","3","0","29","343187"
"1795","M","18-25","4","3","3","0","19","216425"
"1796","M","36-45","5","1","5","1","15","109256"
"1797","M","36-45","7","3","2","1","14","201910"
"1798","M","18-25","5","3","1","1","44","511154"
"1799","M","26-35","19","2","5","1","289","2179541"
"1800","M","26-35","12","2","2","0","26","288719"
"1801","M","51-55","0","2","2","1","78","622988"
"1802","M","26-35","0","3","3","0","132","1007398"
"1803","M","18-25","4","3","5","0","47","536567"
"1804","M","55+","7","3","4","1","70","1057525"
"1805","M","0-17","10","3","4","0","19","243355"
"1806","F","18-25","4","2","1","0","61","685990"
"1807","F","26-35","4","3","2","1","24","233221"
"1808","M","55+","16","3","2","0","170","1681036"
"1809","M","51-55","16","1","2","1","254","2246459"
"1810","M","51-55","14","3","2","1","20","207131"
"1811","M","18-25","4","2","5","0","55","620513"
"1812","M","36-45","7","2","3","0","14","112373"
"1813","F","18-25","1","2","3","0","190","1430464"
"1814","M","26-35","7","1","5","1","90","860896"
"1815","M","51-55","7","1","3","0","33","258715"
"1816","M","51-55","11","3","1","1","35","280649"
"1817","M","46-50","14","3","5","1","28","236748"
"1818","M","55+","13","3","2","0","84","979324"
"1819","F","46-50","1","3","2","1","77","815400"
"1820","M","51-55","20","3","3","0","18","180078"
"1821","M","36-45","7","2","3","0","95","948404"
"1822","M","46-50","7","2","4","1","40","444101"
"1823","M","36-45","12","1","3","0","178","1594184"
"1824","M","26-35","12","3","2","0","16","134519"
"1825","F","46-50","20","2","3","1","79","657016"
"1826","M","0-17","10","3","3","0","51","556843"
"1827","M","26-35","4","3","2","1","148","1701040"
"1828","M","36-45","0","2","4","1","529","4697136"
"1829","M","36-45","2","1","5","1","27","244981"
"1830","M","36-45","16","3","5","0","130","1332548"
"1831","F","51-55","0","2","2","1","236","1745369"
"1832","M","46-50","20","2","2","1","409","3944076"
"1833","M","51-55","17","2","3","1","39","405027"
"1834","M","26-35","12","3","4","0","10","104923"
"1835","M","55+","15","3","4","1","63","564041"
"1836","M","36-45","12","3","2","1","16","172563"
"1837","M","18-25","14","2","3","0","355","2954684"
"1838","M","46-50","1","3","4","1","154","1647667"
"1839","M","26-35","20","3","3","0","10","116394"
"1840","F","36-45","0","2","4","0","25","207782"
"1841","F","36-45","7","2","1","1","96","898108"
"1842","M","36-45","14","3","3","0","47","597657"
"1843","M","55+","13","3","5","1","118","1219262"
"1844","F","51-55","2","1","2","1","361","3003096"
"1845","M","26-35","12","3","2","0","15","134219"
"1846","F","46-50","6","1","2","1","417","3797112"
"1847","M","55+","12","1","4","1","24","197287"
"1848","M","51-55","7","3","4","1","97","1120140"
"1849","M","26-35","19","3","2","0","144","1681653"
"1850","M","36-45","0","2","2","0","119","1324994"
"1851","M","18-25","1","2","5","0","196","1791890"
"1852","F","36-45","20","1","2","0","33","310196"
"1853","F","26-35","5","3","2","1","11","107607"
"1854","M","36-45","17","3","2","0","9","92888"
"1855","M","55+","13","3","4","1","101","800846"
"1856","M","18-25","4","3","3","1","33","289754"
"1857","M","0-17","10","3","1","0","28","239879"
"1858","F","18-25","4","3","1","0","16","144642"
"1859","M","26-35","4","1","2","1","549","3319877"
"1860","F","36-45","14","2","3","0","13","101069"
"1861","M","51-55","13","3","2","0","16","131188"
"1862","M","46-50","7","2","1","0","220","2090542"
"1863","M","18-25","10","2","2","0","65","842700"
"1864","F","46-50","6","3","3","1","9","68917"
"1865","M","0-17","0","3","2","0","25","175833"
"1866","F","36-45","7","2","2","0","339","2950323"
"1867","M","55+","12","3","3","0","44","509886"
"1868","F","26-35","7","2","5","0","244","2248010"
"1869","M","36-45","7","3","3","0","35","289979"
"1870","M","51-55","7","2","2","0","159","1633724"
"1871","F","0-17","0","2","2","0","370","3653257"
"1872","M","36-45","7","3","2","1","9","76523"
"1873","M","0-17","10","2","2","0","118","1324537"
"1874","F","0-17","10","1","1","0","15","112864"
"1875","M","26-35","15","1","5","0","171","1237432"
"1876","M","26-35","2","1","2","1","58","431510"
"1877","M","26-35","7","1","5","0","48","480416"
"1878","M","18-25","19","2","1","0","20","173571"
"1879","M","26-35","17","2","5","0","30","235424"
"1880","M","0-17","10","2","2","0","34","266943"
"1881","M","36-45","0","3","2","0","19","157986"
"1882","M","26-35","11","3","5","0","163","1252838"
"1883","F","26-35","2","3","2","1","94","1012488"
"1884","F","36-45","2","3","4","0","125","1309814"
"1885","M","26-35","12","3","3","0","34","396358"
"1886","M","36-45","17","1","2","0","898","6817493"
"1887","M","36-45","5","2","2","1","31","200391"
"1888","M","18-25","4","2","1","0","370","3384070"
"1889","F","18-25","4","3","2","0","40","406713"
"1890","M","26-35","20","3","4","1","39","347432"
"1891","M","26-35","14","1","2","1","48","484294"
"1892","M","26-35","7","2","5","1","69","761952"
"1893","M","0-17","10","2","4","0","104","1115459"
"1894","M","18-25","17","3","1","0","58","692918"
"1895","M","26-35","12","3","2","0","77","830242"
"1896","F","18-25","4","3","2","0","73","450215"
"1897","M","36-45","1","2","2","1","130","932469"
"1898","F","26-35","2","3","3","0","20","163931"
"1899","M","26-35","16","3","2","0","85","835910"
"1900","M","0-17","19","3","5","0","23","168176"
